Name,5-FU,ABT-888,AZD1775,BEZ-235,BORTEZOMIB,CARBOPLATIN,CYCLOPHOSPHAMIDE,DASATINIB,DEXAMETHASONE,DINACICLIB,DOXORUBICIN,ERLOTINIB,ETOPOSIDE,GELDANAMYCIN,GEMCITABINE,L778123,LAPATINIB,METFORMIN,METHOTREXATE,MITOMYCINE,MK-2206,MK-4541,MK-4827,MK-5108,MK-8669,MK-8776,MRK-003,OXALIPLATIN,PACLITAXEL,PD325901,SN-38,SORAFENIB,SUNITINIB,TEMOZOLOMIDE,TOPOTECAN,VINBLASTINE,VINORELBINE,ZOLINZA
DOXORUBICIN,0.10401579986833442,0.2878021360314783,0.3738095238095238,0.2706766917293233,0.3158765159867696,0.09129511677282376,0.15142150803461063,0.3476953907815631,0.20963541666666663,0.3583415597235933,1.0,0.32209944751381214,0.6313912009512486,0.4048754636989931,0.3280132085855806,0.2867324561403509,0.35503560528992884,0.04906703524533518,0.3324295010845987,0.40049751243781095,0.35328083989501313,0.23188405797101452,0.293471981513576,0.4041755888650964,0.40690376569037656,0.32217148655504824,0.35614133482893995,0.10644257703081228,0.4986210700496415,0.2688356164383562,0.47404844290657444,0.2976054732041049,0.37480148226574905,0.2293211637193383,0.4683168316831683,0.5482497634815515,0.5407545412203074,0.19643992371265095
ERLOTINIB,0.11801242236024845,0.34820143884892085,0.40306992609437176,0.36712749615975426,0.2767336357744653,0.06635071090047395,0.13768686073957515,0.3701024713682941,0.15095846645367417,0.35676932016269614,0.32209944751381214,1.0,0.3051037577117218,0.3026239067055394,0.2869116698903933,0.3022941970310391,0.5213270142180095,0.06686046511627908,0.3536828135368282,0.31830676195711927,0.32252141982864135,0.22398190045248867,0.3032904148783977,0.4024157660521297,0.2951566951566952,0.306865671641791,0.27128335451080055,0.0951035781544256,0.3310185185185185,0.303971119133574,0.35858050847457623,0.3801039346696362,0.3300793166564978,0.2213633169360506,0.35729499467518633,0.3850630455868089,0.3825920612147298,0.2446898895497026
ETOPOSIDE,0.08557951482479786,0.2591963780418789,0.3513902205177373,0.2513211978860834,0.30028011204481797,0.0941438102297999,0.13089993706733793,0.3152882205513784,0.2075471698113207,0.33366434955312807,0.6313912009512486,0.3051037577117218,1.0,0.391280947255113,0.31705948372615034,0.25883002207505523,0.3364197530864198,0.04011461318051579,0.3058438012015292,0.3793276467636728,0.3383058071390517,0.2162661737523105,0.27150380339379754,0.38216216216216214,0.4084809447128288,0.29790495656617266,0.3363636363636363,0.08530465949820787,0.5209409064830752,0.24394463667820065,0.45945945945945943,0.27157652474108174,0.34914712153518124,0.21031286210892242,0.4435042309606769,0.5155954631379962,0.512832477834811,0.17085751128304316
GELDANAMYCIN,0.13707865168539324,0.2889963724304716,0.36847389558232935,0.2595797280593325,0.31600708800945065,0.10287081339712922,0.1607629427792916,0.323744769874477,0.2969465648854962,0.37195767195767193,0.4048754636989931,0.3026239067055394,0.391280947255113,1.0,0.3553818400481058,0.29697688203912276,0.33244680851063835,0.04861111111111116,0.343859649122807,0.5299539170506913,0.34913552704963746,0.3551873198847262,0.2943372744243933,0.35757575757575755,0.49409681227863045,0.3298913043478261,0.34946236559139787,0.12777777777777777,0.4777585210860774,0.2916145181476846,0.48500789058390326,0.27915407854984897,0.37352112676056337,0.21930360415394012,0.47970479704797053,0.5175438596491229,0.5190545103714423,0.25309090909090914
GEMCITABINE,0.18081180811808117,0.2788656313301823,0.31362196409714893,0.2613875262789068,0.29053177691309984,0.1181640625,0.17186250999200636,0.30506545247581107,0.19070904645476772,0.3342776203966006,0.3280132085855806,0.2869116698903933,0.31705948372615034,0.3553818400481058,1.0,0.26788036410923277,0.30813618003462206,0.09046692607003892,0.30379746835443033,0.3523489932885906,0.31464737793851716,0.30500397140587765,0.26772195457673775,0.3094117647058824,0.3448680351906158,0.2910578609000585,0.2823604060913706,0.12774070543374638,0.34259259259259256,0.26017943409247757,0.35624344176285416,0.2678812415654521,0.29640542133176195,0.22168172341904102,0.35281727224855186,0.3649738965353583,0.36988235294117644,0.2043795620437956
L778123,0.13564078578110383,0.3570898292501856,0.38163148887621223,0.34627329192546585,0.41159207630227435,0.07577268195413756,0.1686143572621035,0.391875,0.1548013245033113,0.3238866396761133,0.2867324561403509,0.3022941970310391,0.25883002207505523,0.29697688203912276,0.26788036410923277,1.0,0.35030674846625764,0.06565656565656564,0.39831697054698456,0.31323283082077047,0.32851758793969854,0.2436908517350158,0.2850940665701881,0.31707317073170727,0.28653957250144424,0.29800121138703817,0.29727936297279367,0.10703666997026762,0.3142857142857143,0.28093158660844253,0.3601511879049676,0.34996276991809383,0.3812297734627832,0.2608047690014903,0.3559046587215602,0.34707574304889743,0.35411708710138035,0.25909494232475594
LAPATINIB,0.1332346410066617,0.34651600753295664,0.4228571428571428,0.3529023746701847,0.3252513305736251,0.06402439024390238,0.16170500676589983,0.4252100840336135,0.155195681511471,0.403338718362951,0.35503560528992884,0.5213270142180095,0.3364197530864198,0.33244680851063835,0.30813618003462206,0.35030674846625764,1.0,0.057010785824345156,0.3888221153846154,0.3694202154951257,0.3678290213723284,0.24441524310118268,0.3373801916932907,0.4476914085330216,0.3340325117986366,0.33841131664853097,0.32400932400932403,0.08636363636363631,0.3792918454935622,0.3170577045022194,0.403960396039604,0.3733075435203095,0.37929093978615647,0.22649572649572647,0.40578265204386843,0.43243243243243246,0.4359673024523161,0.2251235003528581
METFORMIN,0.14243323442136502,0.06959314775160597,0.05988023952095811,0.06721698113207553,0.05187319884726227,0.10132158590308371,0.08143939393939392,0.06231003039513683,0.05794392523364489,0.06027596223674658,0.04906703524533518,0.06686046511627908,0.04011461318051579,0.04861111111111116,0.09046692607003892,0.06565656565656564,0.057010785824345156,1.0,0.07175712971481141,0.04673539518900338,0.06810631229235875,0.07317073170731703,0.06644144144144148,0.053006329113924,0.05112781954887213,0.06224737267582858,0.05628517823639778,0.125,0.045487894350697,0.05316742081447967,0.048387096774193505,0.07894736842105265,0.05157131345688959,0.07874999999999999,0.04952978056426327,0.04593453009503701,0.047272727272727244,0.07078039927404722
METHOTREXATE,0.13550600343053176,0.38329764453961457,0.41848739495798315,0.3509157509157509,0.4125,0.11538461538461542,0.15091463414634143,0.41808252427184467,0.19349722442505946,0.4245843230403801,0.3324295010845987,0.3536828135368282,0.3058438012015292,0.343859649122807,0.30379746835443033,0.39831697054698456,0.3888221153846154,0.07175712971481141,1.0,0.3609729132117192,0.3811297330850404,0.27609682299546146,0.3490701001430615,0.35928143712574845,0.32708688245315165,0.3426698450536353,0.3211772232885477,0.1287948482060718,0.37842565597667643,0.3187588152327221,0.41496232508073194,0.3628632175761871,0.40162398500936913,0.2557491289198607,0.4154929577464789,0.4113098115031416,0.42272508425613864,0.27736006683375103
MITOMYCINE,0.12583668005354753,0.337995337995338,0.3941148094548963,0.2862149532710281,0.36141149686966423,0.08030726256983245,0.1733668341708543,0.3708036622583927,0.24282855236824552,0.39172135285209486,0.40049751243781095,0.31830676195711927,0.3793276467636728,0.5299539170506913,0.3523489932885906,0.31323283082077047,0.3694202154951257,0.04673539518900338,0.3609729132117192,1.0,0.3551941238195173,0.3570006635700066,0.30921820303383896,0.3525476067936181,0.4638783269961977,0.34103749357986646,0.33719646799117,0.11150070126227207,0.4394500264410365,0.28119608970672805,0.4721537703302119,0.3056668574699485,0.40496760259179265,0.23287671232876717,0.47006432459178626,0.5274930102516309,0.5337962962962963,0.23011734028683184
MK-2206,0.15507593924860108,0.339622641509434,0.41267305644302454,0.3340122199592668,0.3570528967254408,0.07289107289107288,0.16085409252669036,0.34390377255330784,0.16642754662840742,0.41652613827993257,0.35328083989501313,0.32252141982864135,0.3383058071390517,0.34913552704963746,0.31464737793851716,0.32851758793969854,0.3678290213723284,0.06810631229235875,0.3811297330850404,0.3551941238195173,1.0,0.2434662998624484,0.4025157232704403,0.36239316239316244,0.33297180043383945,0.3675115207373272,0.36199376947040496,0.10855263157894735,0.3774944567627494,0.30045721750489873,0.45042194092827004,0.31870967741935485,0.38223261250730567,0.23904639175257736,0.448093220338983,0.4317325800376648,0.44074941451990635,0.21502209131075112
MK-4541,0.18098958333333337,0.2601491300745651,0.2404692082111437,0.22699914015477218,0.28129952456418383,0.12046444121915822,0.194535519125683,0.2315586914688903,0.27699530516431925,0.2600127145581691,0.23188405797101452,0.22398190045248867,0.2162661737523105,0.3551873198847262,0.30500397140587765,0.2436908517350158,0.24441524310118268,0.07317073170731703,0.27609682299546146,0.3570006635700066,0.2434662998624484,1.0,0.29541446208112876,0.24362416107382545,0.3168724279835391,0.24137931034482762,0.334412955465587,0.21076233183856508,0.2885506287227002,0.23344651952461803,0.2815758980301275,0.24360033030553263,0.2830056179775281,0.17572156196943978,0.2774869109947644,0.2928719008264463,0.2902897813929842,0.3285543608124253
MK-4827,0.12742099898063197,0.36616362192216045,0.33141542002301494,0.3527454242928453,0.3716012084592145,0.09841628959276016,0.1734786557674841,0.31288723667905827,0.16470588235294115,0.389171974522293,0.293471981513576,0.3032904148783977,0.27150380339379754,0.2943372744243933,0.26772195457673775,0.2850940665701881,0.3373801916932907,0.06644144144144148,0.3490701001430615,0.30921820303383896,0.4025157232704403,0.29541446208112876,1.0,0.30617441120305533,0.28892944038929436,0.38153428377460963,0.37425595238095233,0.15314285714285714,0.33790523690773067,0.29976396538158934,0.33573407202216066,0.3025210084033614,0.35156771180787194,0.2027334851936219,0.3298167684619656,0.351,0.3529411764705882,0.27653359298928915
MK-5108,0.12452830188679243,0.3274447949526814,0.40814196242171186,0.31716906946264745,0.31894484412470026,0.10431947840260802,0.15189003436426118,0.4360298336201951,0.19613457408733004,0.3797740720817644,0.4041755888650964,0.4024157660521297,0.38216216216216214,0.35757575757575755,0.3094117647058824,0.31707317073170727,0.4476914085330216,0.053006329113924,0.35928143712574845,0.3525476067936181,0.36239316239316244,0.24362416107382545,0.30617441120305533,1.0,0.3493261455525607,0.3416528008874099,0.3343301435406698,0.10819411296738268,0.3993362831858407,0.2877925363693865,0.39819909954977484,0.3635770234986945,0.3546936481169196,0.21331689272503085,0.4028268551236749,0.4584120982986768,0.45365626455519326,0.2546262028127313
MK-8669,0.10976478973627946,0.27331378299120235,0.35939036381514256,0.26415094339622647,0.3280609256004686,0.10061919504643968,0.18089430894308944,0.3322965266977709,0.2788815305371597,0.37083333333333335,0.40690376569037656,0.2951566951566952,0.4084809447128288,0.49409681227863045,0.3448680351906158,0.28653957250144424,0.3340325117986366,0.05112781954887213,0.32708688245315165,0.4638783269961977,0.33297180043383945,0.3168724279835391,0.28892944038929436,0.3493261455525607,1.0,0.33440687063875474,0.3314020857473928,0.10773899848254931,0.5090063916327716,0.2661047561709813,0.46169560776302354,0.2825698988697204,0.3396430502974581,0.20058997050147498,0.4587391081496668,0.5028598665395615,0.5037735849056604,0.24171952078928827
MK-8776,0.11002260738507907,0.3481912144702842,0.424548352816153,0.30517354289456455,0.31189903846153844,0.06443914081145585,0.16339410939691446,0.3401617250673854,0.15020862308762173,0.4585002862049228,0.32217148655504824,0.306865671641791,0.29790495656617266,0.3298913043478261,0.2910578609000585,0.29800121138703817,0.33841131664853097,0.06224737267582858,0.3426698450536353,0.34103749357986646,0.3675115207373272,0.24137931034482762,0.38153428377460963,0.3416528008874099,0.33440687063875474,1.0,0.3123888559573207,0.10699919549477077,0.3367021276595744,0.25403726708074537,0.3704982733103108,0.2727272727272727,0.350451467268623,0.23091482649842276,0.36868186323092167,0.42810609585853887,0.4277828886844526,0.20719424460431657
MRK-003,0.12917398945518455,0.3069511355815554,0.3288912579957356,0.2828713574982231,0.3589918256130791,0.08593012275731826,0.1619273301737757,0.3184165232358004,0.18800648298217182,0.35243553008595985,0.35614133482893995,0.27128335451080055,0.3363636363636363,0.34946236559139787,0.2823604060913706,0.29727936297279367,0.32400932400932403,0.05628517823639778,0.3211772232885477,0.33719646799117,0.36199376947040496,0.334412955465587,0.37425595238095233,0.3343301435406698,0.3314020857473928,0.3123888559573207,1.0,0.13358778625954193,0.34160415464512406,0.25841924398625427,0.3798614810868407,0.27989130434782605,0.3991116751269036,0.21168384879725088,0.37133724027703785,0.4122549019607843,0.40801545147271845,0.25844594594594594
OXALIPLATIN,0.15503875968992253,0.15075921908893708,0.08453473132372213,0.11149425287356318,0.13542688910696765,0.33333333333333337,0.15722120658135286,0.0969196093163035,0.16512059369202226,0.10130246020260492,0.10644257703081228,0.0951035781544256,0.08530465949820787,0.12777777777777777,0.12774070543374638,0.10703666997026762,0.08636363636363631,0.125,0.1287948482060718,0.11150070126227207,0.10855263157894735,0.21076233183856508,0.15314285714285714,0.10819411296738268,0.10773899848254931,0.10699919549477077,0.13358778625954193,1.0,0.11385767790262169,0.12840909090909092,0.08684863523573205,0.11991434689507496,0.10688259109311737,0.09208972845336483,0.08771929824561409,0.08785942492012777,0.08682008368200833,0.25626204238921
PACLITAXEL,0.12181303116147313,0.3067776456599287,0.3890547263681592,0.2963647566235367,0.35499113998818665,0.09939301972685888,0.157619359058208,0.36468733578560164,0.2616154395997141,0.377720207253886,0.4986210700496415,0.3310185185185185,0.5209409064830752,0.4777585210860774,0.34259259259259256,0.3142857142857143,0.3792918454935622,0.045487894350697,0.37842565597667643,0.4394500264410365,0.3774944567627494,0.2885506287227002,0.33790523690773067,0.3993362831858407,0.5090063916327716,0.3367021276595744,0.34160415464512406,0.11385767790262169,1.0,0.30195599022004893,0.5070422535211268,0.3384426732066217,0.3864894795127354,0.21651917404129795,0.4971339239187077,0.5244487056567593,0.5375418460066954,0.24495476687543494
PD325901,0.1190965092402464,0.2958174904942966,0.3064241046048891,0.301535974130962,0.30246020260492046,0.10532407407407407,0.14645103324348607,0.2893930104230533,0.18563432835820892,0.2856294536817102,0.2688356164383562,0.303971119133574,0.24394463667820065,0.2916145181476846,0.26017943409247757,0.28093158660844253,0.3170577045022194,0.05316742081447967,0.3187588152327221,0.28119608970672805,0.30045721750489873,0.23344651952461803,0.29976396538158934,0.2877925363693865,0.2661047561709813,0.25403726708074537,0.25841924398625427,0.12840909090909092,0.30195599022004893,1.0,0.2876344086021505,0.2992307692307692,0.3214990138067061,0.18877937831690672,0.2894308943089431,0.29883945841392645,0.30378533780546235,0.30020080321285136
SN-38,0.11251504211793018,0.354040681693238,0.44470699432892247,0.3197771587743733,0.3669871794871795,0.07595731324544885,0.16020524515393386,0.39067055393586003,0.20189461219656601,0.43544428080510555,0.47404844290657444,0.35858050847457623,0.45945945945945943,0.48500789058390326,0.35624344176285416,0.3601511879049676,0.403960396039604,0.048387096774193505,0.41496232508073194,0.4721537703302119,0.45042194092827004,0.2815758980301275,0.33573407202216066,0.39819909954977484,0.46169560776302354,0.3704982733103108,0.3798614810868407,0.08684863523573205,0.5070422535211268,0.2876344086021505,1.0,0.33916849015317285,0.4543067226890757,0.24172892209178232,0.9122486288848264,0.6098130841121495,0.6193578408562121,0.20610687022900764
SORAFENIB,0.14874371859296487,0.35780525502318394,0.3342792281498297,0.35203252032520327,0.33597692862292716,0.08154506437768239,0.15565217391304342,0.33996270975761345,0.16242317822651453,0.3031727379553466,0.2976054732041049,0.3801039346696362,0.27157652474108174,0.27915407854984897,0.2678812415654521,0.34996276991809383,0.3733075435203095,0.07894736842105265,0.3628632175761871,0.3056668574699485,0.31870967741935485,0.24360033030553263,0.3025210084033614,0.3635770234986945,0.2825698988697204,0.2727272727272727,0.27989130434782605,0.11991434689507496,0.3384426732066217,0.2992307692307692,0.33916849015317285,1.0,0.34135240572171655,0.22155237377543335,0.3362637362637363,0.3426470588235294,0.3498783454987835,0.26099158091674457
SUNITINIB,0.14464425332290853,0.3908969210174029,0.41077085533262936,0.336026936026936,0.4302631578947368,0.07873376623376627,0.1530398322851153,0.39864483342744217,0.18515850144092216,0.39123287671232876,0.37480148226574905,0.3300793166564978,0.34914712153518124,0.37352112676056337,0.29640542133176195,0.3812297734627832,0.37929093978615647,0.05157131345688959,0.40162398500936913,0.40496760259179265,0.38223261250730567,0.2830056179775281,0.35156771180787194,0.3546936481169196,0.3396430502974581,0.350451467268623,0.3991116751269036,0.10688259109311737,0.3864894795127354,0.3214990138067061,0.4543067226890757,0.34135240572171655,1.0,0.2496782496782497,0.45277044854881265,0.4746987951807229,0.48655139289145055,0.2711348057882711
TEMOZOLOMIDE,0.12928176795580115,0.2347169811320755,0.26274065685164216,0.20187061574434917,0.24068767908309452,0.06738868832731648,0.13640639698965196,0.25928217821782173,0.13597733711048154,0.2504472271914132,0.2293211637193383,0.2213633169360506,0.21031286210892242,0.21930360415394012,0.22168172341904102,0.2608047690014903,0.22649572649572647,0.07874999999999999,0.2557491289198607,0.23287671232876717,0.23904639175257736,0.17572156196943978,0.2027334851936219,0.21331689272503085,0.20058997050147498,0.23091482649842276,0.21168384879725088,0.09208972845336483,0.21651917404129795,0.18877937831690672,0.24172892209178232,0.22155237377543335,0.2496782496782497,1.0,0.24381054897739507,0.2532312111057923,0.2514150943396226,0.15428033866415802
TOPOTECAN,0.11496350364963503,0.3556786703601108,0.44054950260540027,0.31746920492721165,0.36207820032137117,0.0780952380952381,0.16034482758620694,0.39100684261974583,0.20454545454545459,0.4311023622047244,0.4683168316831683,0.35729499467518633,0.4435042309606769,0.47970479704797053,0.35281727224855186,0.3559046587215602,0.40578265204386843,0.04952978056426327,0.4154929577464789,0.47006432459178626,0.448093220338983,0.2774869109947644,0.3298167684619656,0.4028268551236749,0.4587391081496668,0.36868186323092167,0.37133724027703785,0.08771929824561409,0.4971339239187077,0.2894308943089431,0.9122486288848264,0.3362637362637363,0.45277044854881265,0.24381054897739507,1.0,0.5948837209302326,0.6111627906976744,0.2066311426879811
VINBLASTINE,0.10708742886704603,0.35932872655478776,0.4966472954850246,0.32933533233383305,0.3848396501457726,0.06933333333333336,0.16067864271457089,0.4164420485175202,0.21327757449032936,0.46669708029197077,0.5482497634815515,0.3850630455868089,0.5155954631379962,0.5175438596491229,0.3649738965353583,0.34707574304889743,0.43243243243243246,0.04593453009503701,0.4113098115031416,0.5274930102516309,0.4317325800376648,0.2928719008264463,0.351,0.4584120982986768,0.5028598665395615,0.42810609585853887,0.4122549019607843,0.08785942492012777,0.5244487056567593,0.29883945841392645,0.6098130841121495,0.3426470588235294,0.4746987951807229,0.2532312111057923,0.5948837209302326,1.0,0.9358316221765914,0.22646443514644354
VINORELBINE,0.10912799592044875,0.35783836416747805,0.5022202486678509,0.3249754178957719,0.3910318225650916,0.0691823899371069,0.15905743740795286,0.42321428571428577,0.21255790015440046,0.4725872224739466,0.5407545412203074,0.3825920612147298,0.512832477834811,0.5190545103714423,0.36988235294117644,0.35411708710138035,0.4359673024523161,0.047272727272727244,0.42272508425613864,0.5337962962962963,0.44074941451990635,0.2902897813929842,0.3529411764705882,0.45365626455519326,0.5037735849056604,0.4277828886844526,0.40801545147271845,0.08682008368200833,0.5375418460066954,0.30378533780546235,0.6193578408562121,0.3498783454987835,0.48655139289145055,0.2514150943396226,0.6111627906976744,0.9358316221765914,1.0,0.2230215827338129
ZOLINZA,0.16124031007751938,0.26908752327746743,0.21401985111662536,0.2702702702702703,0.268695652173913,0.16730038022813687,0.16583541147132175,0.2390998593530239,0.21409921671018273,0.25017135023989034,0.19643992371265095,0.2446898895497026,0.17085751128304316,0.25309090909090914,0.2043795620437956,0.25909494232475594,0.2251235003528581,0.07078039927404722,0.27736006683375103,0.23011734028683184,0.21502209131075112,0.3285543608124253,0.27653359298928915,0.2546262028127313,0.24171952078928827,0.20719424460431657,0.25844594594594594,0.25626204238921,0.24495476687543494,0.30020080321285136,0.20610687022900764,0.26099158091674457,0.2711348057882711,0.15428033866415802,0.2066311426879811,0.22646443514644354,0.2230215827338129,1.0
